filename;video_id;frame_number;finding_category;finding_class;x1;y1;x2;y2;x3;y3;x4;y4
0728084c8da942d9_22803.jpg;0728084c8da942d9;22803;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22804.jpg;0728084c8da942d9;22804;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22805.jpg;0728084c8da942d9;22805;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22806.jpg;0728084c8da942d9;22806;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22807.jpg;0728084c8da942d9;22807;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22808.jpg;0728084c8da942d9;22808;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22809.jpg;0728084c8da942d9;22809;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22810.jpg;0728084c8da942d9;22810;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22811.jpg;0728084c8da942d9;22811;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22812.jpg;0728084c8da942d9;22812;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22813.jpg;0728084c8da942d9;22813;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22814.jpg;0728084c8da942d9;22814;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22815.jpg;0728084c8da942d9;22815;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22816.jpg;0728084c8da942d9;22816;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22817.jpg;0728084c8da942d9;22817;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22818.jpg;0728084c8da942d9;22818;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22819.jpg;0728084c8da942d9;22819;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22820.jpg;0728084c8da942d9;22820;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22821.jpg;0728084c8da942d9;22821;Luminal;Normal clean mucosa;;;;;;;
0728084c8da942d9_22822.jpg;0728084c8da942d9;22822;Luminal;Normal clean mucosa;;;;;;;
