video4_3.avi	[[27.04095984]]
video9_2.avi	[[42.65900091]]
video6_3.avi	[[32.37316431]]
video4_4.avi	[[18.57104502]]
video5_3.avi	[[34.32844705]]
video6_4.avi	[[20.52233059]]
video5_4.avi	[[21.16759663]]
video5_2.avi	[[52.30183186]]
video9_4.avi	[[20.05982771]]
video9_1.avi	[[76.86163576]]
video10_2.avi	[[43.64454527]]
video4_2.avi	[[42.64818667]]
video1_4.avi	[[22.56428594]]
video7_3.avi	[[36.15895151]]
video10_1.avi	[[55.44724364]]
video3_2.avi	[[37.09345815]]
video2_2.avi	[[42.92296744]]
video1_2.avi	[[62.76632426]]
video9_3.avi	[[28.08971147]]
video2_1.avi	[[53.05435084]]
video7_1.avi	[[69.47563271]]
video6_2.avi	[[50.61107513]]
video7_4.avi	[[21.54994732]]
video3_4.avi	[[19.78470305]]
video8_3.avi	[[32.70893705]]
video1_1.avi	[[65.79269771]]
video3_3.avi	[[25.7142549]]
video8_1.avi	[[51.68397122]]
video6_1.avi	[[51.08020619]]
video8_2.avi	[[53.20334073]]
video1_3.avi	[[33.6581408]]
video3_1.avi	[[59.01460949]]
video5_1.avi	[[56.22283913]]
video2_4.avi	[[18.1013372]]
video4_1.avi	[[46.35583458]]
video2_3.avi	[[32.78799648]]
video8_4.avi	[[21.74803319]]
video7_2.avi	[[55.45692658]]
video10_3.avi	[[29.51029084]]
video10_4.avi	[[18.92496314]]
