[[0.15414772]]	1.583826363897809	613.2244617967092
[[0.16440635]]	1.4200354613714266	451.0570835070004
[[0.17525152]]	1.4139087270297859	553.8191777106811
[[0.15379262]]	1.3703175364816833	498.7315769049132
[[0.16350861]]	1.4733653882614828	503.4997379930961
[[0.16954306]]	1.4758894829719142	510.8149261593868
[[0.16600599]]	1.445077926250736	501.34779008350796
[[0.16046259]]	1.5358666919257922	559.145410081292
[[0.16712388]]	1.539023682787652	522.4457243130645
[[0.16956986]]	1.4221513567889246	531.9376679410834
[[0.1520551]]	1.4380542769489348	525.2382881012421
[[0.16063994]]	1.4776009240441206	532.8678381681233
[[0.17159094]]	1.475561800053275	550.4033508267743
[[0.14545929]]	1.5131629468486554	627.1211072471485
[[0.18183034]]	1.5996805997384784	608.2681739347232
[[0.16135903]]	1.3914259338635029	521.3565904468272
[[0.16394888]]	1.429547628381064	558.4460292625699
[[0.16418475]]	1.7607657775938124	802.9281451434439
[[0.1943488]]	1.5115526193627717	594.4100857557106
[[0.1546849]]	1.5289647534223425	610.2336927441963
[[0.14467483]]	1.4815331190677896	530.9376944081971
[[0.13948309]]	1.3837899856223017	512.3641738217246
[[0.16910115]]	1.5935651002397626	621.5659616923939
[[0.17431936]]	1.581701106111207	592.7810696558967
[[0.1724625]]	1.4841190054143074	568.8083886027417
[[0.17791383]]	1.5542412775292513	580.1053259040522
[[0.1723174]]	1.6218806493578215	660.7059551078585
[[0.14622411]]	1.4490363359078962	566.709213923912
[[0.16997298]]	1.5955087280657476	659.6337085039056
[[0.15746395]]	1.5113372848733804	591.2560810876428
[[0.16424272]]	1.4993571973679354	628.9277209450123
[[0.16826598]]	1.672881218814809	662.6864819519175
[[0.14714786]]	1.5629801128509007	575.6352869331046
[[0.14301671]]	1.3399909504800909	563.8518652597318
[[0.18650044]]	1.5005331109273945	547.7072353446869
[[0.12246671]]	1.3126771748561574	675.1042458866278
[[0.18018952]]	1.5841315771305986	738.6346391219879
[[0.17021394]]	1.5352412856696467	777.9863103480686
[[0.13167504]]	1.3783485766990722	624.4110383849398
[[0.16018932]]	1.52394090616115	806.9038520822173
[[0.13124191]]	1.5587838990184995	791.3298824581632
[[0.17011747]]	1.5522339855933593	525.5271420430739
[[0.16187368]]	1.469850754899851	688.3188925781898
[[0.1449221]]	1.1951288858081228	531.862717202825
[[0.12640264]]	1.2547241101025586	792.8912589725315
[[0.14443459]]	1.438398812131961	943.7024251461427
[[0.14381743]]	1.6722633024539468	819.4509306434173
[[0.10037611]]	1.3886752698207554	726.6561419702866
[[0.10902378]]	1.336448230011147	707.5281863125716
[[0.1292354]]	1.2633187649400068	757.7213483986383
[[0.17854558]]	1.6246088437147195	1274.9239906173223
[[0.15745661]]	1.6954576356721318	814.4040382165182
[[0.09766998]]	1.3556878985198135	637.3304147969786
[[0.08759877]]	1.2795063011207777	553.4448948732177
[[0.16367471]]	1.4152756329189662	609.6438680108498
[[0.17127338]]	1.6599124651319843	736.6180526017304
[[0.11779139]]	1.5415833545006785	855.5656949969182
[[0.12693415]]	1.3986836423929034	1243.473951998857
[[0.13760384]]	1.279521280911344	720.2285297248882
[[0.167946]]	1.47095551445412	624.6035489345861
[[0.17715001]]	1.439840616973973	541.6702198654256
[[0.14748353]]	1.6404930391365216	1045.3886046886564
[[0.16940517]]	1.7464694399720442	872.0969134002584
[[0.17522966]]	1.5778381926189073	747.2053559887686
[[0.16631484]]	1.7313922807670046	938.3234361143423
[[0.13631681]]	1.7089207224436465	801.8163305471562
[[0.14782865]]	1.609850005059215	604.6663670840373
[[0.13739135]]	1.7384627419143257	624.7085543498091
[[0.13096146]]	1.6624384323162367	702.6315718971563
[[0.13527244]]	1.5430382666594362	679.2375733805595
[[0.13959878]]	1.6599480421345796	677.691748597251
[[0.15575664]]	1.6864435466988257	731.0400175316358
[[0.14024416]]	1.5358517121352258	788.0212880014479
[[0.15396413]]	1.6729785874534904	608.0401967500613
[[0.12318037]]	1.683376434580364	959.9006089632771
[[0.13579316]]	1.5887884195229152	831.1499839375673
[[0.23085176]]	1.7629041426971601	861.6006194081887
